strikePrice,expiryDate,PE/strikePrice,PE/expiryDate,PE/underlying,PE/identifier,PE/openInterest,PE/changeinOpenInterest,PE/pchangeinOpenInterest,PE/totalTradedVolume,PE/impliedVolatility,PE/lastPrice,PE/change,PE/pChange,PE/totalBuyQuantity,PE/totalSellQuantity,PE/bidQty,PE/bidprice,PE/askQty,PE/askPrice,PE/underlyingValue,CE/strikePrice,CE/expiryDate,CE/underlying,CE/identifier,CE/openInterest,CE/changeinOpenInterest,CE/pchangeinOpenInterest,CE/totalTradedVolume,CE/impliedVolatility,CE/lastPrice,CE/change,CE/pChange,CE/totalBuyQuantity,CE/totalSellQuantity,CE/bidQty,CE/bidprice,CE/askQty,CE/askPrice,CE/underlyingValue,date,time
12150,17-Dec-20,12150,17-Dec-20,NIFTY,OPTIDXNIFTY17-12-2020PE12150.00,0,0,0,0,0,0,0,0,0,4875,0,0,4875,186,12780.25,12150,17-Dec-20,NIFTY,OPTIDXNIFTY17-12-2020CE12150.00,0,0,0,0,0,0,0,0,4875,4875,4875,571.1,4875,1500.8,12780.25,Nov-15-2020,13:11:09
12200,10-Dec-20,12200,10-Dec-20,NIFTY,OPTIDXNIFTY10-12-2020PE12200.00,0,0,0,0,0,0,0,0,450,0,450,0.15,0,0,12780.25,12200,10-Dec-20,NIFTY,OPTIDXNIFTY10-12-2020CE12200.00,0,0,0,0,0,0,0,0,4875,4875,4875,501.05,4875,851.95,12780.25,Nov-15-2020,13:11:09
12200,24-Dec-20,12200,24-Dec-20,NIFTY,OPTIDXNIFTY24-12-2020PE12200.00,0,0,0,0,0,0,0,0,0,4875,0,0,4875,188.95,12780.25,12200,24-Dec-20,NIFTY,OPTIDXNIFTY24-12-2020CE12200.00,0,0,0,0,0,0,0,0,4875,4875,4875,504.3,4875,834.5,12780.25,Nov-15-2020,13:11:09
12200,31-Dec-20,12200,31-Dec-20,NIFTY,OPTIDXNIFTY31-12-2020PE12200.00,3557,183,5.423829283,937,20.86,115,-0.05,-0.043459365,4950,8025,75,114.75,75,115,12780.25,12200,31-Dec-20,NIFTY,OPTIDXNIFTY31-12-2020CE12200.00,1460,0,0,4,0,700.3,16.85,2.465432731,10350,9675,75,700.45,75,711.55,12780.25,Nov-15-2020,13:11:09
12200,07-Jan-21,12200,07-Jan-21,NIFTY,OPTIDXNIFTY07-01-2021PE12200.00,0,0,0,0,0,0,0,0,0,4875,0,0,4875,306.85,12780.25,12200,07-Jan-21,NIFTY,OPTIDXNIFTY07-01-2021CE12200.00,0,0,0,0,0,0,0,0,0,4875,0,0,4875,984.45,12780.25,Nov-15-2020,13:11:09
12200,14-Jan-21,12200,14-Jan-21,NIFTY,OPTIDXNIFTY14-01-2021PE12200.00,0,0,0,0,0,0,0,0,0,4875,0,0,4875,476.75,12780.25,12200,14-Jan-21,NIFTY,OPTIDXNIFTY14-01-2021CE12200.00,0,0,0,0,0,0,0,0,0,4875,0,0,4875,1129.8,12780.25,Nov-15-2020,13:11:09
12200,28-Jan-21,12200,28-Jan-21,NIFTY,OPTIDXNIFTY28-01-2021PE12200.00,1,0,0,0,0,216.65,0,0,4725,5550,225,151.1,75,255.6,12780.25,12200,28-Jan-21,NIFTY,OPTIDXNIFTY28-01-2021CE12200.00,2,0,0,0,0,343.85,0,0,3975,8775,75,551.1,150,881.9,12780.25,Nov-15-2020,13:11:09
12200,03-Dec-20,12200,03-Dec-20,NIFTY,OPTIDXNIFTY03-12-2020PE12200.00,14,3,27.27272727,8,20.04,38,-4.7,-11.00702576,1725,375,75,33.1,75,40.9,12780.25,12200,03-Dec-20,NIFTY,OPTIDXNIFTY03-12-2020CE12200.00,0,0,0,0,0,0,0,0,4875,4875,4875,504.95,4875,720.4,12780.25,Nov-15-2020,13:11:09
12200,17-Dec-20,12200,17-Dec-20,NIFTY,OPTIDXNIFTY17-12-2020PE12200.00,0,0,0,0,0,0,0,0,0,4875,0,0,4875,154.35,12780.25,12200,17-Dec-20,NIFTY,OPTIDXNIFTY17-12-2020CE12200.00,0,0,0,0,0,0,0,0,4875,4875,4875,500.75,4875,806.2,12780.25,Nov-15-2020,13:11:09
12200,19-Nov-20,12200,19-Nov-20,NIFTY,OPTIDXNIFTY19-11-2020PE12200.00,14698,976,7.112665792,24289,22.88,5.3,-0.9,-14.51612903,641475,48375,1950,5.3,900,5.5,12780.25,12200,19-Nov-20,NIFTY,OPTIDXNIFTY19-11-2020CE12200.00,868,-4,-0.458715596,30,0,582,30.55,5.539940158,119550,15000,375,576.75,300,585.3,12780.25,Nov-15-2020,13:11:09
12200,26-Nov-20,12200,26-Nov-20,NIFTY,OPTIDXNIFTY26-11-2020PE12200.00,16035,-225,-1.383763838,5714,20.56,20.5,-2.65,-11.44708423,158850,27450,675,20.1,375,21,12780.25,12200,26-Nov-20,NIFTY,OPTIDXNIFTY26-11-2020CE12200.00,7859,-43,-0.544166034,164,0,609.45,29.6,5.104768475,23175,15900,150,600.8,75,606.5,12780.25,Nov-15-2020,13:11:09
12250,10-Dec-20,12250,10-Dec-20,NIFTY,OPTIDXNIFTY10-12-2020PE12250.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12780.25,12250,10-Dec-20,NIFTY,OPTIDXNIFTY10-12-2020CE12250.00,0,0,0,0,0,0,0,0,4875,4875,4875,456.05,4875,795.15,12780.25,Nov-15-2020,13:11:09
12250,17-Dec-20,12250,17-Dec-20,NIFTY,OPTIDXNIFTY17-12-2020PE12250.00,0,0,0,0,0,0,0,0,0,4875,0,0,4875,194.4,12780.25,12250,17-Dec-20,NIFTY,OPTIDXNIFTY17-12-2020CE12250.00,0,0,0,0,0,0,0,0,4875,4875,4875,460.45,4875,793.1,12780.25,Nov-15-2020,13:11:09
12250,24-Dec-20,12250,24-Dec-20,NIFTY,OPTIDXNIFTY24-12-2020PE12250.00,0,0,0,0,0,0,0,0,0,4875,0,0,4875,188.95,12780.25,12250,24-Dec-20,NIFTY,OPTIDXNIFTY24-12-2020CE12250.00,0,0,0,0,0,0,0,0,4875,4875,4875,448.6,4875,779.2,12780.25,Nov-15-2020,13:11:09
12250,31-Dec-20,12250,31-Dec-20,NIFTY,OPTIDXNIFTY31-12-2020PE12250.00,0,0,0,0,0,0,0,0,225,5325,75,1.05,450,153.05,12780.25,12250,31-Dec-20,NIFTY,OPTIDXNIFTY31-12-2020CE12250.00,3,0,0,0,0,501,0,0,150,4875,75,451,4875,762.5,12780.25,Nov-15-2020,13:11:09
12250,07-Jan-21,12250,07-Jan-21,NIFTY,OPTIDXNIFTY07-01-2021PE12250.00,0,0,0,0,0,0,0,0,0,4875,0,0,4875,342.3,12780.25,12250,07-Jan-21,NIFTY,OPTIDXNIFTY07-01-2021CE12250.00,0,0,0,0,0,0,0,0,0,4875,0,0,4875,960.3,12780.25,Nov-15-2020,13:11:09
12250,19-Nov-20,12250,19-Nov-20,NIFTY,OPTIDXNIFTY19-11-2020PE12250.00,4347,523,13.67677824,5462,21.44,5.55,-1.95,-26,471975,60750,675,5.55,75,6,12780.25,12250,19-Nov-20,NIFTY,OPTIDXNIFTY19-11-2020CE12250.00,75,0,0,5,0,528.5,25,4.965243297,72900,12825,1500,483.35,1500,559.3,12780.25,Nov-15-2020,13:11:09
12250,28-Jan-21,12250,28-Jan-21,NIFTY,OPTIDXNIFTY28-01-2021PE12250.00,0,0,0,0,0,0,0,0,0,4875,0,0,4875,294,12780.25,12250,28-Jan-21,NIFTY,OPTIDXNIFTY28-01-2021CE12250.00,0,0,0,0,0,0,0,0,0,4875,0,0,4875,908.7,12780.25,Nov-15-2020,13:11:09
12250,26-Nov-20,12250,26-Nov-20,NIFTY,OPTIDXNIFTY26-11-2020PE12250.00,1054,-38,-3.47985348,473,20.28,24.65,-2.1,-7.85046729,206250,13575,75,24,75,24.6,12780.25,12250,26-Nov-20,NIFTY,OPTIDXNIFTY26-11-2020CE12250.00,384,-35,-8.353221957,42,0,556.15,21.75,4.06998503,21600,12900,75,542.85,150,562.25,12780.25,Nov-15-2020,13:11:09
12250,03-Dec-20,12250,03-Dec-20,NIFTY,OPTIDXNIFTY03-12-2020PE12250.00,0,0,0,0,0,0,0,0,300,4875,300,0.15,4875,89.55,12780.25,12250,03-Dec-20,NIFTY,OPTIDXNIFTY03-12-2020CE12250.00,0,0,0,0,0,0,0,0,4875,4875,4875,450.1,4875,688.65,12780.25,Nov-15-2020,13:11:09
12250,14-Jan-21,12250,14-Jan-21,NIFTY,OPTIDXNIFTY14-01-2021PE12250.00,0,0,0,0,0,0,0,0,0,4875,0,0,4875,453.65,12780.25,12250,14-Jan-21,NIFTY,OPTIDXNIFTY14-01-2021CE12250.00,0,0,0,0,0,0,0,0,0,4875,0,0,4875,1074.7,12780.25,Nov-15-2020,13:11:09
12300,03-Dec-20,12300,03-Dec-20,NIFTY,OPTIDXNIFTY03-12-2020PE12300.00,83,15,22.05882353,36,20.12,54.4,-0.45,-0.820419325,2025,600,75,54.4,150,57,12780.25,12300,03-Dec-20,NIFTY,OPTIDXNIFTY03-12-2020CE12300.00,0,0,0,0,0,0,0,0,5025,4875,4875,402.1,4875,633.4,12780.25,Nov-15-2020,13:11:09
12300,17-Dec-20,12300,17-Dec-20,NIFTY,OPTIDXNIFTY17-12-2020PE12300.00,1,0,0,0,0,220,0,0,0,4875,0,0,4875,173.15,12780.25,12300,17-Dec-20,NIFTY,OPTIDXNIFTY17-12-2020CE12300.00,0,0,0,0,0,0,0,0,4875,4875,4875,404.3,4875,715.7,12780.25,Nov-15-2020,13:11:09
12300,24-Dec-20,12300,24-Dec-20,NIFTY,OPTIDXNIFTY24-12-2020PE12300.00,3,1,50,2,21.06,125,-85,-40.47619048,1725,5250,150,11.1,75,148,12780.25,12300,24-Dec-20,NIFTY,OPTIDXNIFTY24-12-2020CE12300.00,0,0,0,0,0,0,0,0,0,4875,0,0,4875,724.2,12780.25,Nov-15-2020,13:11:09
12300,31-Dec-20,12300,31-Dec-20,NIFTY,OPTIDXNIFTY31-12-2020PE12300.00,1249,55,4.606365159,314,20.27,130.9,-5.55,-4.067423965,3975,7875,375,130.9,150,132.9,12780.25,12300,31-Dec-20,NIFTY,OPTIDXNIFTY31-12-2020CE12300.00,1329,-2,-0.15026296,19,0,623.65,13.65,2.237704918,10200,10125,75,616.5,75,640.5,12780.25,Nov-15-2020,13:11:09
12300,10-Dec-20,12300,10-Dec-20,NIFTY,OPTIDXNIFTY10-12-2020PE12300.00,0,0,0,0,0,0,0,0,450,4875,450,0.15,4875,197.75,12780.25,12300,10-Dec-20,NIFTY,OPTIDXNIFTY10-12-2020CE12300.00,0,0,0,0,0,0,0,0,4875,4875,4875,416.6,4875,742.25,12780.25,Nov-15-2020,13:11:09
12300,14-Jan-21,12300,14-Jan-21,NIFTY,OPTIDXNIFTY14-01-2021PE12300.00,0,0,0,0,0,0,0,0,525,4875,525,0.1,4875,453.65,12780.25,12300,14-Jan-21,NIFTY,OPTIDXNIFTY14-01-2021CE12300.00,0,0,0,0,0,0,0,0,0,4875,0,0,4875,1019.85,12780.25,Nov-15-2020,13:11:09
12300,28-Jan-21,12300,28-Jan-21,NIFTY,OPTIDXNIFTY28-01-2021PE12300.00,2,0,0,0,0,200,0,0,5250,0,150,165,0,0,12780.25,12300,28-Jan-21,NIFTY,OPTIDXNIFTY28-01-2021CE12300.00,0,0,0,0,0,0,0,0,0,4875,0,0,4875,851.25,12780.25,Nov-15-2020,13:11:09
12300,26-Nov-20,12300,26-Nov-20,NIFTY,OPTIDXNIFTY26-11-2020PE12300.00,14145,536,3.938570064,8292,18.55,22.95,-8.55,-27.14285714,183450,28950,150,22.95,75,27.9,12780.25,12300,26-Nov-20,NIFTY,OPTIDXNIFTY26-11-2020CE12300.00,5666,-51,-0.892076264,140,0,508,19.8,4.055714871,23400,14550,225,502.6,150,515.85,12780.25,Nov-15-2020,13:11:09
12300,19-Nov-20,12300,19-Nov-20,NIFTY,OPTIDXNIFTY19-11-2020PE12300.00,15928,821,5.434566757,25160,20.45,6.55,-3,-31.41361257,548625,60525,225,6.45,75,6.55,12780.25,12300,19-Nov-20,NIFTY,OPTIDXNIFTY19-11-2020CE12300.00,771,-16,-2.033036849,96,0,480.55,25.2,5.534204458,105075,15675,225,477.75,150,493.9,12780.25,Nov-15-2020,13:11:09
12300,07-Jan-21,12300,07-Jan-21,NIFTY,OPTIDXNIFTY07-01-2021PE12300.00,0,0,0,0,0,0,0,0,0,4875,0,0,4875,342.3,12780.25,12300,07-Jan-21,NIFTY,OPTIDXNIFTY07-01-2021CE12300.00,0,0,0,0,0,0,0,0,0,4875,0,0,4875,905.15,12780.25,Nov-15-2020,13:11:09
12350,03-Dec-20,12350,03-Dec-20,NIFTY,OPTIDXNIFTY03-12-2020PE12350.00,0,0,0,0,0,0,0,0,75,4875,75,11,4875,108.45,12780.25,12350,03-Dec-20,NIFTY,OPTIDXNIFTY03-12-2020CE12350.00,0,0,0,0,0,0,0,0,4950,4875,4875,333.3,4875,598.55,12780.25,Nov-15-2020,13:11:09
12350,10-Dec-20,12350,10-Dec-20,NIFTY,OPTIDXNIFTY10-12-2020PE12350.00,0,0,0,0,0,0,0,0,4500,4875,4500,0.1,4875,198.6,12780.25,12350,10-Dec-20,NIFTY,OPTIDXNIFTY10-12-2020CE12350.00,0,0,0,0,0,0,0,0,4875,4875,4875,365.4,4875,686.15,12780.25,Nov-15-2020,13:11:09
12350,17-Dec-20,12350,17-Dec-20,NIFTY,OPTIDXNIFTY17-12-2020PE12350.00,0,0,0,0,0,0,0,0,0,4875,0,0,4875,202.85,12780.25,12350,17-Dec-20,NIFTY,OPTIDXNIFTY17-12-2020CE12350.00,0,0,0,0,0,0,0,0,0,4875,0,0,4875,691.55,12780.25,Nov-15-2020,13:11:09
12350,24-Dec-20,12350,24-Dec-20,NIFTY,OPTIDXNIFTY24-12-2020PE12350.00,0,0,0,0,0,0,0,0,0,4875,0,0,4875,355.95,12780.25,12350,24-Dec-20,NIFTY,OPTIDXNIFTY24-12-2020CE12350.00,0,0,0,0,0,0,0,0,0,4875,0,0,4875,804.3,12780.25,Nov-15-2020,13:11:09
12350,31-Dec-20,12350,31-Dec-20,NIFTY,OPTIDXNIFTY31-12-2020PE12350.00,0,0,0,0,0,0,0,0,525,5175,150,3.95,150,147.7,12780.25,12350,31-Dec-20,NIFTY,OPTIDXNIFTY31-12-2020CE12350.00,18,0,0,0,0,510.85,0,0,150,4875,150,351.1,4875,678.25,12780.25,Nov-15-2020,13:11:09
12350,07-Jan-21,12350,07-Jan-21,NIFTY,OPTIDXNIFTY07-01-2021PE12350.00,0,0,0,0,0,0,0,0,0,4875,0,0,4875,342.3,12780.25,12350,07-Jan-21,NIFTY,OPTIDXNIFTY07-01-2021CE12350.00,0,0,0,0,0,0,0,0,0,4875,0,0,4875,850,12780.25,Nov-15-2020,13:11:09
12350,14-Jan-21,12350,14-Jan-21,NIFTY,OPTIDXNIFTY14-01-2021PE12350.00,0,0,0,0,0,0,0,0,0,4875,0,0,4875,453.65,12780.25,12350,14-Jan-21,NIFTY,OPTIDXNIFTY14-01-2021CE12350.00,0,0,0,0,0,0,0,0,0,4875,0,0,4875,964.5,12780.25,Nov-15-2020,13:11:09
12350,19-Nov-20,12350,19-Nov-20,NIFTY,OPTIDXNIFTY19-11-2020PE12350.00,6041,-3,-0.049636003,8804,19.15,7.25,-5,-40.81632653,363450,20550,825,7,75,7.8,12780.25,12350,19-Nov-20,NIFTY,OPTIDXNIFTY19-11-2020CE12350.00,43,0,0,34,0,431.05,19.7,4.789109031,54225,12150,2700,386.75,1500,461.1,12780.25,Nov-15-2020,13:11:09
12350,26-Nov-20,12350,26-Nov-20,NIFTY,OPTIDXNIFTY26-11-2020PE12350.00,778,8,1.038961039,530,19.06,31.9,-5.1,-13.78378378,222000,12150,600,31.9,225,33.55,12780.25,12350,26-Nov-20,NIFTY,OPTIDXNIFTY26-11-2020CE12350.00,273,-4,-1.444043321,6,13.47,470,28.25,6.395019808,21450,11700,75,457.5,75,488.2,12780.25,Nov-15-2020,13:11:09
12350,28-Jan-21,12350,28-Jan-21,NIFTY,OPTIDXNIFTY28-01-2021PE12350.00,0,0,0,0,0,0,0,0,0,4875,0,0,4875,294,12780.25,12350,28-Jan-21,NIFTY,OPTIDXNIFTY28-01-2021CE12350.00,0,0,0,0,0,0,0,0,0,4875,0,0,4875,796.25,12780.25,Nov-15-2020,13:11:09
12400,26-Nov-20,12400,26-Nov-20,NIFTY,OPTIDXNIFTY26-11-2020PE12400.00,15038,25,0.166522347,7482,18.47,36.6,-7.9,-17.75280899,105975,27225,75,36.5,375,37.9,12780.25,12400,26-Nov-20,NIFTY,OPTIDXNIFTY26-11-2020CE12400.00,6066,-241,-3.821151102,502,10.47,415.4,15.05,3.759210691,24600,17100,75,416.75,375,421.8,12780.25,Nov-15-2020,13:11:09
12400,10-Dec-20,12400,10-Dec-20,NIFTY,OPTIDXNIFTY10-12-2020PE12400.00,0,0,0,0,0,0,0,0,5025,4875,75,15,4875,196.3,12780.25,12400,10-Dec-20,NIFTY,OPTIDXNIFTY10-12-2020CE12400.00,0,0,0,0,0,0,0,0,450,4875,450,0.2,4875,630.25,12780.25,Nov-15-2020,13:11:09
12400,17-Dec-20,12400,17-Dec-20,NIFTY,OPTIDXNIFTY17-12-2020PE12400.00,0,0,0,0,0,0,0,0,75,4875,75,66,4875,202.65,12780.25,12400,17-Dec-20,NIFTY,OPTIDXNIFTY17-12-2020CE12400.00,0,0,0,0,0,0,0,0,0,4875,0,0,4875,1228.45,12780.25,Nov-15-2020,13:11:09
12400,24-Dec-20,12400,24-Dec-20,NIFTY,OPTIDXNIFTY24-12-2020PE12400.00,0,0,0,0,0,0,0,0,1275,4950,75,68,4875,305.65,12780.25,12400,24-Dec-20,NIFTY,OPTIDXNIFTY24-12-2020CE12400.00,0,0,0,0,0,0,0,0,0,4875,0,0,4875,788.05,12780.25,Nov-15-2020,13:11:09
12400,31-Dec-20,12400,31-Dec-20,NIFTY,OPTIDXNIFTY31-12-2020PE12400.00,1903,53,2.864864865,279,20.34,159,-2.25,-1.395348837,2400,8625,75,154.2,150,161.2,12780.25,12400,31-Dec-20,NIFTY,OPTIDXNIFTY31-12-2020CE12400.00,1994,-4,-0.2002002,66,8.26,542,13.3,2.515604312,10875,9975,75,540.95,675,560.1,12780.25,Nov-15-2020,13:11:09
12400,07-Jan-21,12400,07-Jan-21,NIFTY,OPTIDXNIFTY07-01-2021PE12400.00,0,0,0,0,0,0,0,0,0,4875,0,0,4875,294,12780.25,12400,07-Jan-21,NIFTY,OPTIDXNIFTY07-01-2021CE12400.00,0,0,0,0,0,0,0,0,0,4875,0,0,4875,746.2,12780.25,Nov-15-2020,13:11:09
12400,14-Jan-21,12400,14-Jan-21,NIFTY,OPTIDXNIFTY14-01-2021PE12400.00,0,0,0,0,0,0,0,0,525,4875,525,0.1,4875,453.65,12780.25,12400,14-Jan-21,NIFTY,OPTIDXNIFTY14-01-2021CE12400.00,0,0,0,0,0,0,0,0,0,4875,0,0,4875,909.35,12780.25,Nov-15-2020,13:11:09
12400,28-Jan-21,12400,28-Jan-21,NIFTY,OPTIDXNIFTY28-01-2021PE12400.00,2,0,0,0,0,365.8,0,0,225,4950,75,216.35,75,248,12780.25,12400,28-Jan-21,NIFTY,OPTIDXNIFTY28-01-2021CE12400.00,1,0,0,0,0,580,0,0,0,5325,0,0,4875,818.9,12780.25,Nov-15-2020,13:11:09
12400,19-Nov-20,12400,19-Nov-20,NIFTY,OPTIDXNIFTY19-11-2020PE12400.00,19915,346,1.768102611,31920,18.92,10.4,-5.5,-34.59119497,510600,80475,75,10.25,150,10.4,12780.25,12400,19-Nov-20,NIFTY,OPTIDXNIFTY19-11-2020CE12400.00,1523,-37,-2.371794872,683,10.93,388,26.55,7.345414303,65175,15675,75,382.8,375,389.8,12780.25,Nov-15-2020,13:11:09
12400,03-Dec-20,12400,03-Dec-20,NIFTY,OPTIDXNIFTY03-12-2020PE12400.00,54,19,54.28571429,42,19.24,67.45,-4.1,-5.73025856,1875,1350,300,64.2,150,70.7,12780.25,12400,03-Dec-20,NIFTY,OPTIDXNIFTY03-12-2020CE12400.00,1,0,0,0,0,387,0,0,4875,4875,4875,277.25,4875,538.1,12780.25,Nov-15-2020,13:11:09
12450,03-Dec-20,12450,03-Dec-20,NIFTY,OPTIDXNIFTY03-12-2020PE12450.00,0,0,0,0,0,0,0,0,300,0,225,21.05,0,0,12780.25,12450,03-Dec-20,NIFTY,OPTIDXNIFTY03-12-2020CE12450.00,0,0,0,0,0,0,0,0,300,4875,300,41.1,4875,507.9,12780.25,Nov-15-2020,13:11:09
12450,17-Dec-20,12450,17-Dec-20,NIFTY,OPTIDXNIFTY17-12-2020PE12450.00,0,0,0,0,0,0,0,0,0,4875,0,0,4875,252.95,12780.25,12450,17-Dec-20,NIFTY,OPTIDXNIFTY17-12-2020CE12450.00,0,0,0,0,0,0,0,0,0,4875,0,0,4875,1190.7,12780.25,Nov-15-2020,13:11:09
12450,24-Dec-20,12450,24-Dec-20,NIFTY,OPTIDXNIFTY24-12-2020PE12450.00,0,0,0,0,0,0,0,0,0,4875,0,0,4875,307.6,12780.25,12450,24-Dec-20,NIFTY,OPTIDXNIFTY24-12-2020CE12450.00,0,0,0,0,0,0,0,0,0,4875,0,0,4875,696.3,12780.25,Nov-15-2020,13:11:09
12450,31-Dec-20,12450,31-Dec-20,NIFTY,OPTIDXNIFTY31-12-2020PE12450.00,0,0,0,0,0,0,0,0,375,5400,300,157.25,150,208.75,12780.25,12450,31-Dec-20,NIFTY,OPTIDXNIFTY31-12-2020CE12450.00,7,0,0,0,0,447.8,0,0,225,8775,150,64.05,150,574.95,12780.25,Nov-15-2020,13:11:09
12450,07-Jan-21,12450,07-Jan-21,NIFTY,OPTIDXNIFTY07-01-2021PE12450.00,0,0,0,0,0,0,0,0,0,4875,0,0,4875,319.25,12780.25,12450,07-Jan-21,NIFTY,OPTIDXNIFTY07-01-2021CE12450.00,0,0,0,0,0,0,0,0,0,4875,0,0,4875,730.65,12780.25,Nov-15-2020,13:11:09
12450,14-Jan-21,12450,14-Jan-21,NIFTY,OPTIDXNIFTY14-01-2021PE12450.00,0,0,0,0,0,0,0,0,0,4875,0,0,4875,462,12780.25,12450,14-Jan-21,NIFTY,OPTIDXNIFTY14-01-2021CE12450.00,0,0,0,0,0,0,0,0,0,4875,0,0,4875,870.05,12780.25,Nov-15-2020,13:11:09
12450,28-Jan-21,12450,28-Jan-21,NIFTY,OPTIDXNIFTY28-01-2021PE12450.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12780.25,12450,28-Jan-21,NIFTY,OPTIDXNIFTY28-01-2021CE12450.00,0,0,0,0,0,0,0,0,0,4875,0,0,4875,724.05,12780.25,Nov-15-2020,13:11:09
12450,26-Nov-20,12450,26-Nov-20,NIFTY,OPTIDXNIFTY26-11-2020PE12450.00,1641,247,17.71879484,1193,18.57,46.35,-7.05,-13.20224719,89175,13725,75,43,225,45.9,12780.25,12450,26-Nov-20,NIFTY,OPTIDXNIFTY26-11-2020CE12450.00,459,-6,-1.290322581,37,15.42,389.3,34.05,9.584799437,21600,12975,75,371,75,388.95,12780.25,Nov-15-2020,13:11:09
12450,10-Dec-20,12450,10-Dec-20,NIFTY,OPTIDXNIFTY10-12-2020PE12450.00,0,0,0,0,0,0,0,0,4500,4875,4500,0.1,4875,196.85,12780.25,12450,10-Dec-20,NIFTY,OPTIDXNIFTY10-12-2020CE12450.00,0,0,0,0,0,0,0,0,0,4875,0,0,4875,585.7,12780.25,Nov-15-2020,13:11:09
12450,19-Nov-20,12450,19-Nov-20,NIFTY,OPTIDXNIFTY19-11-2020PE12450.00,4313,-185,-4.112939084,9126,17.68,12,-8.85,-42.44604317,402600,24225,150,12,1050,13.5,12780.25,12450,19-Nov-20,NIFTY,OPTIDXNIFTY19-11-2020CE12450.00,272,-21,-7.167235495,52,14.92,343.6,27.55,8.716975162,57750,11400,600,332,150,345.15,12780.25,Nov-15-2020,13:11:09
12500,03-Dec-20,12500,03-Dec-20,NIFTY,OPTIDXNIFTY03-12-2020PE12500.00,621,60,10.69518717,181,18.36,84,-11.05,-11.62546028,8475,2025,75,84,300,90,12780.25,12500,03-Dec-20,NIFTY,OPTIDXNIFTY03-12-2020CE12500.00,1,0,0,0,0,287.3,0,0,75,5100,75,352.55,75,392.65,12780.25,Nov-15-2020,13:11:09
12500,10-Dec-20,12500,10-Dec-20,NIFTY,OPTIDXNIFTY10-12-2020PE12500.00,0,0,0,0,0,0,0,0,975,6825,600,50.05,600,154.9,12780.25,12500,10-Dec-20,NIFTY,OPTIDXNIFTY10-12-2020CE12500.00,2,0,0,0,0,469.5,0,0,1950,4875,225,52.05,4875,528.95,12780.25,Nov-15-2020,13:11:09
12500,17-Dec-20,12500,17-Dec-20,NIFTY,OPTIDXNIFTY17-12-2020PE12500.00,0,0,0,0,0,0,0,0,75,4875,75,10.05,4875,226.8,12780.25,12500,17-Dec-20,NIFTY,OPTIDXNIFTY17-12-2020CE12500.00,0,0,0,0,0,0,0,0,0,4875,0,0,4875,561.65,12780.25,Nov-15-2020,13:11:09
12500,24-Dec-20,12500,24-Dec-20,NIFTY,OPTIDXNIFTY24-12-2020PE12500.00,0,0,0,0,0,0,0,0,6975,4875,75,5,4875,307.6,12780.25,12500,24-Dec-20,NIFTY,OPTIDXNIFTY24-12-2020CE12500.00,0,0,0,0,0,410,0,0,0,4875,0,0,4875,640.15,12780.25,Nov-15-2020,13:11:09
12500,31-Dec-20,12500,31-Dec-20,NIFTY,OPTIDXNIFTY31-12-2020PE12500.00,8062,195,2.478708529,1029,19.92,183.05,-7.15,-3.759200841,18825,8775,150,183.05,750,184,12780.25,12500,31-Dec-20,NIFTY,OPTIDXNIFTY31-12-2020CE12500.00,8256,-98,-1.173090735,284,10.32,475,15,3.260869565,18450,14250,75,471.1,75,479.25,12780.25,Nov-15-2020,13:11:09
12500,07-Jan-21,12500,07-Jan-21,NIFTY,OPTIDXNIFTY07-01-2021PE12500.00,0,0,0,0,0,0,0,0,0,4875,0,0,4875,319.25,12780.25,12500,07-Jan-21,NIFTY,OPTIDXNIFTY07-01-2021CE12500.00,0,0,0,0,0,0,0,0,0,4875,0,0,4875,674.45,12780.25,Nov-15-2020,13:11:09
12500,14-Jan-21,12500,14-Jan-21,NIFTY,OPTIDXNIFTY14-01-2021PE12500.00,0,0,0,0,0,0,0,0,600,4950,75,155,75,400,12780.25,12500,14-Jan-21,NIFTY,OPTIDXNIFTY14-01-2021CE12500.00,0,0,0,0,0,0,0,0,0,4875,0,0,4875,813.9,12780.25,Nov-15-2020,13:11:09
12500,19-Nov-20,12500,19-Nov-20,NIFTY,OPTIDXNIFTY19-11-2020PE12500.00,23918,1605,7.193116121,37067,17.45,17.15,-10.5,-37.97468354,460950,110550,2175,17.15,75,17.8,12780.25,12500,19-Nov-20,NIFTY,OPTIDXNIFTY19-11-2020CE12500.00,3259,-237,-6.779176201,1631,12.23,292,16.9,6.143220647,90600,21900,525,292,150,294,12780.25,Nov-15-2020,13:11:09
12500,25-Mar-21,12500,25-Mar-21,NIFTY,OPTIDXNIFTY25-03-2021PE12500.00,890,51,6.078665077,87,23.03,385,-1.55,-0.400983055,8775,1275,225,379.05,600,384.65,12780.25,12500,25-Mar-21,NIFTY,OPTIDXNIFTY25-03-2021CE12500.00,1126,-2,-0.177304965,6,0,691,24.65,3.699257147,3600,1800,75,675.05,75,687.9,12780.25,Nov-15-2020,13:11:09
12500,24-Jun-21,,,,,,,,,,,,,,,,,,,,12500,24-Jun-21,NIFTY,OPTIDXNIFTY24-06-2021CE12500.00,1,0,0,0,0,460,0,0,675,0,75,673.15,0,0,12780.25,Nov-15-2020,13:11:09
